SYMBOL	GSM1480291_LVirgin	GSM1480292_LVirgin	GSM1480293_LPregnant	GSM1480294_LPregnant	GSM1480295_LLactate	GSM1480296_LLactate	GSM1480297_BVirgin	GSM1480298_BVirgin	GSM1480299_BPregnant	GSM1480300_BPregnant	GSM1480301_BLactate	GSM1480302_BLactate
A630020A06	18	13	8	4	15	19	6	7	13	1	7	13
A630019I02Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630014C17Rik	3	2	1	1	0	0	49	57	39	28	18	40
A630012P03Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630010A05Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630009H07Rik	1	0	0	1	0	0	1	1	2	4	3	4
A630001O12Rik	26	20	34	37	24	17	9	9	24	7	4	10
A630001G21Rik	15	17	26	12	5	10	3	5	6	6	9	3
A530099J19Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530095I07Rik	0	1	0	0	0	0	0	0	0	0	0	0
A530088E08Rik	0	0	0	0	1	0	0	0	0	0	0	0
A530083I20Rik	6	3	10	6	1	3	5	3	9	0	0	9
A530079E22Rik	8	8	1	0	0	0	1	1	0	0	0	0
A530076I17Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530072M11Rik	10	10	2	0	3	0	3	11	1	4	22	19
A530065N20Rik	0	0	0	0	0	1	12	8	21	21	39	24
A530064D06Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530058N18Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530053G22Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530050N04Rik	0	1	0	0	0	0	0	0	0	2	1	0
A530046M15Rik	0	1	0	0	0	0	0	0	0	0	0	0
A530040E14Rik	0	0	4	1	0	0	2	2	1	1	5	2
A530032D15Rik	3	3	3	0	0	1	2	2	0	2	0	2
A530021J07Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530020G20Rik	100	109	123	124	19	13	29	81	229	180	113	101
A530016L24Rik	2	5	1	4	7	9	9	7	6	4	9	9
A530013C23Rik	20	33	18	14	22	23	43	55	27	43	28	20
A530010L16Rik	19	34	22	21	38	27	0	0	0	0	0	0
A530006G24Rik	0	0	0	0	0	0	0	0	0	0	0	0
A4gnt	0	0	0	0	0	0	0	0	0	0	0	0
A4galt	47	43	43	27	29	16	23	26	13	15	6	14
A430110L20Rik	4	2	4	2	0	2	3	5	1	4	2	2
A430108G06Rik	0	1	0	1	1	1	0	0	0	0	0	0
A430105I19Rik	37	25	3	5	5	2	60	34	22	25	56	57
A430093F15Rik	3	0	0	1	0	0	2	1	1	0	5	6
A430090L17Rik	1	0	1	2	1	0	8	0	3	0	1	2
A430089I19Rik	0	0	0	0	0	0	0	0	0	0	0	0
A430088P11Rik	4	2	7	3	2	1	9	4	22	17	9	9
A430078G23Rik	0	0	0	0	2	0	0	0	1	0	0	0
A430072P03Rik	0	0	0	0	0	0	0	0	0	0	0	1
A430060F13Rik	0	1	0	0	0	0	0	0	0	0	0	0
A430057M04Rik	5	15	7	12	0	3	6	3	5	2	4	7
A430035B10Rik	3	5	6	2	9	11	12	11	6	10	9	11
A430033K04Rik	60	51	15	14	5	20	27	15	22	18	5	13
A430010J10Rik	0	3	1	1	0	0	0	0	0	0	3	0
A430005L14Rik	230	239	133	97	122	93	170	186	172	134	146	144
A3galt2	59	112	52	60	8	6	179	191	222	208	180	137
A330102I10Rik	4	2	0	3	0	1	14	14	19	18	14	18
A330093E20Rik	1	0	1	0	0	0	1	0	1	1	0	0
A330076H08Rik	0	0	0	0	0	0	0	0	6	1	3	1
A330076C08Rik	0	0	0	0	0	0	0	0	0	0	0	0
A330070K13Rik	0	0	0	0	0	0	0	0	0	0	0	0
A330069E16Rik	11	7	1	8	5	4	3	1	5	5	4	4
A330049N07Rik	16	9	8	11	15	24	133	216	954	1384	500	349
A330048O09Rik	0	0	0	0	0	0	29	33	71	58	11	9
A330041J22Rik	15	20	13	10	4	10	4	2	6	10	8	6
A330040F15Rik	1	3	0	0	0	0	0	0	5	1	3	2
A330035P11Rik	14	21	16	22	20	12	32	47	41	48	38	54
A330033J07Rik	2	1	0	1	0	0	32	38	27	24	8	9
A330032B11Rik	0	0	0	0	1	0	0	0	1	1	0	0
A330023F24Rik	24	27	8	14	19	17	28	35	9	5	10	11
A330017A19Rik	12	25	28	32	8	15	9	9	7	13	12	10
A330009N23Rik	4	7	3	1	1	2	22	30	25	26	10	10
A330008L17Rik	0	0	0	0	0	0	0	0	0	0	0	0
A2m	0	2	0	0	0	1	3	11	3	12	3	1
A230108P19Rik	2	2	1	2	1	0	2	3	3	2	0	3
A230107N01Rik	7	5	3	3	4	1	0	2	4	2	10	5
A230103J11Rik	24	24	19	22	12	4	12	9	11	17	6	9
A230098N10Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230087F16Rik	0	1	3	1	0	0	4	0	1	3	1	1
A230083G16Rik	47	59	21	31	9	10	251	139	65	63	99	160
A230077H06Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230072I06Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230072E10Rik	6	19	11	7	7	11	2	4	4	1	1	2
A230072C01Rik	41	39	30	26	23	21	102	68	87	55	109	74
A230070E04Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230065H16Rik	11	9	1	1	0	0	71	55	277	115	173	190
A230057D06Rik	0	0	0	0	0	0	0	0	1	1	0	0
A230056P14Rik	19	24	11	6	13	12	37	24	67	66	85	78
A230056J06Rik	0	0	0	1	0	0	2	1	2	0	0	0
A230052G05Rik	0	1	1	0	0	0	0	0	0	2	4	1
A230051N06Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230050P20Rik	374	439	332	192	106	101	359	336	436	409	186	227
A230046K03Rik	859	877	677	620	500	436	876	973	665	662	920	911
A230045G11Rik	138	105	76	67	59	68	73	79	65	74	82	59
A230028O05Rik	6	1	1	1	0	0	5	11	8	8	4	8
A230020J21Rik	1	7	3	3	1	0	3	3	6	6	3	6
A230009B12Rik	0	0	0	0	2	0	0	0	0	0	0	0
A230006K03Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230001M10Rik	0	1	0	0	0	0	0	0	1	0	1	0
A1cf	0	0	0	0	0	0	0	0	0	0	0	0
A1bg	0	0	0	0	0	0	0	0	1	2	0	3
A130077B15Rik	0	0	0	0	0	0	0	0	0	0	0	0
A130051J06Rik	53	67	9	6	5	3	25	34	39	45	30	24
A130050O07Rik	0	0	0	0	0	0	0	0	0	0	0	0
A130040M12Rik	5638	8049	3221	2925	965	685	3791	5005	4500	4646	1582	1511
A130015J22Rik	1	1	2	0	0	0	0	0	0	0	0	0
A130010J15Rik	210	267	118	138	80	86	277	310	316	303	274	220
A030001D20Rik	7	9	9	1	6	5	21	44	25	19	12	21
a	0	0	0	0	0	0	1	0	0	0	0	0
9930111J21Rik2	0	1	1	0	0	0	2	6	1	1	0	6
9930111J21Rik1	12	12	1	3	1	3	65	105	49	30	44	34
9930104L06Rik	102	129	151	119	92	114	127	107	154	114	130	146
9930038B18Rik	3	5	2	6	0	0	1	2	0	0	1	4
9930022D16Rik	0	0	1	0	1	0	0	0	0	0	0	0
9930021J03Rik	967	1164	938	891	442	433	1913	1582	1763	1476	1425	1440
9930014A18Rik	46	52	43	13	19	22	108	80	172	167	131	151
9930012K11Rik	30	51	15	15	4	2	22	26	20	24	27	20
9830166K06Rik	20	41	6	9	0	0	19	24	29	24	21	9
9830132P13Rik	0	0	0	0	0	0	0	0	0	0	0	0
9830107B12Rik	1	1	0	0	0	0	0	2	0	0	0	0
9630041A04Rik	0	0	0	0	0	0	2	1	0	0	0	0
9630028H03Rik	0	0	0	0	0	0	1	1	0	0	0	0
9630028B13Rik	0	0	0	0	0	0	1	1	0	0	1	1
9630014M24Rik	7	7	1	1	0	7	4	1	12	11	3	3
9630013D21Rik	6	4	1	1	1	1	0	5	6	6	6	4
9630013A20Rik	0	0	1	0	0	0	0	0	0	0	0	0
9530091C08Rik	2	4	0	2	2	1	3	5	7	7	5	8
9530082P21Rik	217	240	147	101	90	116	301	276	287	252	293	309
9530080O11Rik	7	12	11	5	7	3	17	13	5	7	3	1
9530077C05Rik	67	85	8	6	3	2	43	28	11	21	20	14
9530068E07Rik	4627	4530	2606	2352	1329	1333	5596	4828	5017	4903	5692	5199
9530059O14Rik	0	0	1	0	0	0	0	0	0	0	0	0
9530053A07Rik	1139	647	42	46	7	4	47	54	66	87	215	196
9530052E02Rik	1	1	0	0	0	1	3	5	1	3	6	4
9530052C20Rik	3	8	1	3	3	2	6	9	8	12	7	12
9530051G07Rik	0	2	0	0	0	2	4	6	1	2	5	3
9530036O11Rik	0	0	0	0	0	0	0	0	0	0	0	0
9530036M11Rik	0	0	0	0	0	0	0	0	0	0	0	0
9530027J09Rik	9	8	6	5	3	2	10	10	10	7	6	9
9530026P05Rik	28	15	1	12	5	7	35	81	11	24	44	39
9530026F06Rik	0	0	0	0	0	0	0	0	0	0	0	0
9530003J23Rik	0	0	0	0	0	0	0	0	0	0	0	0
9530002B09Rik	0	0	2	0	0	0	0	0	0	0	0	0
9430091E24Rik	50	46	50	31	30	32	46	25	56	41	44	46
9430083A17Rik	19	22	10	12	11	4	9	3	7	7	6	11
9430077A04Rik	0	0	0	0	0	0	0	0	0	0	0	0
9430069I07Rik	0	0	0	0	0	0	0	0	3	3	3	1
9430060I03Rik	3	1	1	2	0	0	2	2	3	3	1	0
9430041J12Rik	0	0	2	3	3	4	0	0	2	0	0	0
9430038I01Rik	87	97	78	77	79	50	74	69	109	73	43	43
9430037G07Rik	0	3	0	0	0	0	0	1	1	3	4	1
9430032J07Rik	1	3	2	2	3	1	8	6	7	5	1	3
9430021M05Rik	0	0	0	0	0	0	0	1	1	0	0	0
9430020K01Rik	551	691	245	298	46	37	736	807	519	569	746	605
9430019J16Rik	0	0	0	0	0	0	0	0	0	0	0	0
9430018G01Rik	3	3	1	0	0	2	1	1	0	0	0	1
9430016H08Rik	477	481	411	343	177	180	261	283	300	259	169	171
9430015G10Rik	479	531	217	233	223	189	331	323	235	175	203	253
9430014N10Rik	0	0	0	0	0	0	0	0	0	0	0	0
9430007A20Rik	0	0	0	0	0	0	0	0	0	0	0	0
9430002A10Rik	14	6	3	0	2	3	7	13	15	8	10	3
9330188P03Rik	433	414	104	134	45	31	352	561	877	953	455	434
9330182O14Rik	0	0	0	0	0	0	0	0	0	0	0	0
9330182L06Rik	2	5	1	0	0	0	14	8	11	17	20	14
9330179D12Rik	0	0	0	1	0	0	6	12	7	3	12	14
9330178D15Rik	0	0	0	0	0	0	0	0	0	0	0	0
9330175M20Rik	0	0	0	0	0	0	0	1	0	2	2	1
9330175E14Rik	3	6	1	3	1	3	10	1	3	7	4	5
9330162B11Rik	0	0	0	0	0	0	0	0	0	0	0	0
9330159M07Rik	6	2	1	0	0	2	1	1	3	1	4	5
9330159F19Rik	0	0	0	0	1	0	2	2	2	0	1	0
9330158H04Rik	0	0	0	0	0	0	0	0	0	0	0	0
9330154K18Rik	4	2	1	1	1	1	1	4	2	3	12	10
9330154J02Rik	16	18	8	6	1	2	104	82	102	119	107	114
9330151L19Rik	69	62	30	24	19	21	109	61	75	67	59	66
9330133O14Rik	499	426	545	625	216	217	566	505	779	410	299	343
9330117O12Rik	0	0	0	0	0	0	0	3	0	4	3	1
9330111N05Rik	0	2	0	0	0	1	1	0	1	0	1	0
9330104G04Rik	14	8	4	9	1	1	44	33	29	30	37	28
9330102E08Rik	11	11	3	3	6	5	11	8	15	12	7	3
9330020H09Rik	109	108	99	91	70	64	150	155	139	109	103	92
9230116N13Rik	8	11	9	2	1	2	3	5	7	8	4	6
9230114K14Rik	19	16	17	8	23	20	62	49	35	28	30	44
9230112J17Rik	6	6	2	0	0	0	5	2	1	4	1	1
9230112D13Rik	1	0	1	1	1	0	1	0	0	1	0	0
9230110F15Rik	0	0	0	0	0	0	0	0	0	0	0	0
9230110C19Rik	75	77	37	41	16	15	88	96	96	92	81	51
9230109A22Rik	0	1	0	0	0	0	0	0	0	0	0	0
9230105E05Rik	0	0	5	3	3	2	0	2	1	0	0	1
9230104L09Rik	1	0	0	0	0	0	0	1	0	1	1	0
9230102O04Rik	103	137	61	67	39	33	27	42	57	51	46	47
9230102K24Rik	0	0	0	0	0	0	0	0	0	0	1	0
9230020A06Rik	0	0	0	0	0	0	0	0	0	0	0	0
9230019H11Rik	0	0	0	0	0	0	0	0	0	0	0	0
9230009I02Rik	0	0	0	0	0	0	0	0	0	0	0	0
9130409I23Rik	0	0	0	0	0	0	1	1	1	1	0	0
9130401M01Rik	398	506	298	221	85	94	685	558	679	571	563	522
9130230L23Rik	12	24	59	89	44	42	0	2	7	4	1	0
9130227L01Rik	0	0	0	0	0	0	0	0	0	0	0	0
9130221H12Rik	63	72	57	48	32	33	84	43	29	21	33	44
9130221F21Rik	0	0	0	0	0	0	0	0	0	0	0	0
9130213A22Rik	1	1	2	1	1	1	4	3	2	3	2	1
9130209A04Rik	1	0	0	0	0	0	0	0	0	0	0	0
9130208D14Rik	19	41	3	8	144	134	92	152	16	32	61	21
9130204L05Rik	0	0	0	0	0	0	0	0	0	0	0	0
9130024F11Rik	5	6	4	8	2	1	4	5	3	2	0	1
9130023H24Rik	68	66	23	20	27	37	45	45	30	14	37	48
9130019P16Rik	3	6	2	0	0	2	48	50	55	46	46	42
9130019O22Rik	135	143	114	80	25	33	172	127	141	93	121	115
9130017K11Rik	2	2	2	3	1	0	0	1	0	1	0	0
9130015L21Rik	0	0	0	0	0	0	0	0	0	0	0	0
9130015A21Rik	1	0	1	1	0	0	29	11	5	3	1	6
9130011E15Rik	369	404	426	355	272	249	407	286	459	376	463	372
9130008F23Rik	119	147	234	170	23	20	64	58	171	122	57	77
9130004J05Rik	0	0	0	0	2	0	0	0	0	0	0	0
9030624J02Rik	910	1092	900	915	479	443	1028	971	1204	1023	1226	1123
9030624G23Rik	12	5	6	4	1	1	9	9	7	4	3	5
9030619P08Rik	1	2	0	2	0	0	1	3	3	6	5	8
9030617O03Rik	122	111	36	38	79	64	31	49	7	19	15	22
9030612E09Rik	0	0	0	0	0	0	21	15	60	48	90	108
9030407P20Rik	11	11	16	15	11	11	13	13	27	29	32	34
9030404E10Rik	3	0	0	0	7	1	0	0	0	0	0	0
9030204H09Rik	0	0	0	0	0	0	0	0	0	0	0	0
9030025P20Rik	224	255	197	199	72	87	532	427	462	415	558	519
8430437L04Rik	0	0	0	0	0	0	0	0	0	0	0	1
8430436N08Rik	0	1	0	0	0	0	0	5	4	0	4	5
8430431K14Rik	1	2	4	3	0	0	3	4	7	8	8	9
8430429K09Rik	63	67	59	51	40	38	100	73	124	113	127	128
8430426J06Rik	85	38	14	20	96	51	2	3	1	5	4	3
8430423G03Rik	0	0	0	0	0	0	0	0	0	0	0	0
8430422H06Rik	0	0	0	0	0	0	0	0	0	0	0	0
8430408G22Rik	217	342	128	110	34	36	559	997	715	779	190	217
8030474K03Rik	0	1	0	12	0	0	1	0	0	55	0	0
8030462N17Rik	635	596	398	371	190	174	664	659	726	550	449	412
8030453O22Rik	0	0	0	0	0	0	3	3	0	1	0	0
8030451A03Rik	0	0	1	0	3	2	7	2	0	1	0	1
8030443G20Rik	0	0	0	0	0	0	0	0	0	0	0	0
8030442B05Rik	3	0	1	1	0	3	0	0	0	0	0	0
8030423J24Rik	0	0	0	0	0	0	0	0	0	0	1	0
8030423F21Rik	0	1	0	0	0	0	0	0	0	0	0	0
8030411F24Rik	0	0	0	0	0	0	0	0	0	0	0	0
7630403G23Rik	0	0	0	0	0	0	0	0	0	0	0	0
7530416G11Rik	0	0	0	0	0	0	1	1	2	3	1	3
7420701I03Rik	0	0	0	0	0	0	0	0	0	0	0	0
7420700N18Rik	0	1	0	0	1	0	0	0	0	0	0	1
7420461P10Rik	0	0	1	0	0	0	0	0	2	0	0	0
7420426K07Rik	0	1	0	0	0	0	0	0	0	0	0	0
735260	0	0	0	0	0	0	0	0	0	0	0	0
73133	48	44	26	15	20	12	87	68	61	58	47	51
72937	4	4	5	2	6	6	8	6	11	9	4	7
6820431F20Rik	1811	1781	1078	1020	492	561	1317	1266	1355	1286	859	835
6820426E19Rik	0	0	0	0	0	0	0	0	0	0	0	0
6820408C15Rik	26	32	4	5	6	7	4	2	10	2	1	4
675782	0	0	0	0	0	0	0	0	0	0	0	0
673430	7	4	0	0	0	0	2	0	1	0	0	0
6720489N17Rik	50	41	9	6	16	17	20	16	20	17	12	5
6720483E21Rik	1	2	0	0	0	0	0	4	1	1	0	0
6720468P15Rik	0	0	0	0	0	0	1	0	1	0	1	2
668114	0	0	1	2	0	0	1	0	0	1	2	3
668061	0	0	0	0	0	0	0	0	0	0	0	0
667847	68	66	48	36	23	20	57	63	68	62	30	22
667846	8	8	14	6	6	2	21	4	11	7	3	5
667102	0	0	0	0	0	0	0	0	0	0	0	0
666890	0	0	0	2	56	94	25	32	46	29	26	37
666445	0	0	0	0	0	0	0	0	0	0	0	0
666295	8071	8886	4553	4410	2861	2871	7785	7069	6246	5432	4109	3927
666169	0	0	0	0	0	0	0	0	0	0	0	0
66598	60	59	51	49	47	53	147	83	71	60	67	81
665729	0	0	0	0	0	0	0	0	0	0	0	0
654464	0	0	0	0	0	0	0	0	0	0	0	0
6530411M01Rik	0	0	0	0	0	0	0	1	1	0	0	0
6530409C15Rik	7	10	7	7	2	7	6	6	4	5	4	1
6530402F18Rik	4	2	3	1	3	2	323	295	501	448	548	520
6430706D22Rik	0	0	0	0	0	0	0	0	0	0	0	0
6430584L05Rik	0	0	0	0	0	0	0	0	0	0	0	2
6430573F11Rik	42	58	37	32	11	13	16	22	29	25	5	24
6430571L13Rik	47	66	113	108	38	36	29	15	33	21	17	24
6430562O15Rik	7	12	8	2	2	0	1	8	0	0	2	1
6430550D23Rik	12	12	13	16	9	8	7	4	9	5	8	8
6430548M08Rik	525	905	706	549	621	780	63	105	99	49	52	47
6430531B16Rik	0	2	0	0	0	0	1	0	2	0	0	1
6430411K18Rik	0	0	0	0	0	0	0	0	0	0	0	0
638189	0	0	0	0	0	0	0	0	0	0	0	0
634745	0	0	0	0	0	0	0	0	0	0	0	0
6330549D23Rik	150	201	146	112	116	114	149	124	159	127	113	146
6330420H09Rik	0	0	0	0	0	0	0	0	0	0	0	0
6330418K02Rik	3	3	1	2	1	0	10	3	7	6	7	5
6330415G19Rik	6	4	1	4	1	4	3	5	3	4	4	11
6330415B21Rik	0	0	0	0	0	0	0	0	0	0	0	0
6330411D24Rik	0	0	0	0	0	0	0	0	0	0	0	0
6330410L21Rik	0	0	0	0	2	3	1	0	0	0	0	0
6330409D20Rik	2	1	0	0	0	0	1	3	0	0	0	1
6330408A02Rik	107	120	66	80	56	62	124	92	106	128	140	150
6330407A03Rik	0	0	0	0	0	0	0	0	0	0	0	0
6330403K07Rik	7	3	4	2	4	3	519	417	91	41	33	44
629689	0	0	0	0	0	0	0	0	0	0	0	0
629461	77	115	4	6	7	2	14	3	3	4	41	34
625240	0	0	0	0	0	0	0	0	0	0	0	0
624918	2	0	3	0	0	0	0	0	2	1	1	0
623180	0	0	0	0	0	0	0	0	0	0	0	0
6230426M11Rik	18	17	15	15	10	12	13	10	12	16	10	12
6230400D17Rik	8	8	3	2	3	4	24	16	13	23	11	7
619800	0	0	0	0	0	0	1	1	3	3	4	1
613263	7	4	9	6	0	4	8	7	6	5	5	3
6030498E09Rik	0	0	0	0	0	1	0	0	0	1	0	0
6030468B19Rik	0	0	0	0	0	0	0	0	1	1	0	0
6030466F02Rik	10	5	5	11	14	14	5	5	1	5	1	4
6030458C11Rik	355	337	225	157	233	256	284	221	310	339	333	365
6030452D12Rik	0	0	0	0	0	0	0	0	2	0	3	3
6030445D17Rik	8	3	1	0	0	0	4	7	4	5	5	7
6030443J06Rik	18	10	10	11	11	13	10	5	11	11	7	11
6030440G07Rik	0	1	3	1	0	0	0	0	2	2	0	3
6030426L16Rik	12	9	6	3	0	4	21	11	13	7	11	8
6030419C18Rik	44	54	10	5	3	3	208	147	258	176	129	181
6030408B16Rik	3	6	0	5	0	0	5	6	2	4	2	7
6030407O03Rik	0	0	1	0	0	0	2	4	4	2	1	0
5930438M14Rik	0	3	0	0	0	1	3	7	2	5	2	0
5930430L01Rik	36	28	14	19	7	7	77	60	64	78	83	81
5930422O12Rik	0	1	0	0	0	0	2	3	0	1	0	1
5930412G12Rik	87	145	3	0	0	0	60	64	33	25	20	10
5930403L14Rik	3	4	2	0	1	0	18	26	4	5	2	5
5830473C10Rik	6	3	1	1	1	4	1	0	0	1	2	0
5830444B04Rik	0	0	0	0	0	0	0	0	0	0	0	0
5830432E09Rik	1	2	1	0	1	5	21	12	20	19	15	30
5830428M24Rik	40	31	18	35	17	26	9	5	8	10	5	11
5830418P13Rik	0	0	0	0	0	0	0	0	0	0	0	0
5830417I10Rik	1825	1775	1063	911	643	720	1678	1274	859	830	1198	1273
5830416I19Rik	1	1	0	0	1	0	0	3	0	0	0	1
5830411N06Rik	0	0	0	0	0	0	0	0	0	0	0	0
574083	0	0	0	0	0	0	0	0	0	0	0	0
5730596B20Rik	0	0	0	0	0	0	0	0	1	0	1	1
5730559C18Rik	882	918	161	222	129	175	1472	1828	1632	2049	1384	1220
5730522E02Rik	0	1	3	2	0	1	0	4	0	1	2	1
5730508B09Rik	149	147	214	184	103	120	152	128	195	153	170	143
5730507C01Rik	1	2	0	2	1	1	2	4	3	0	5	0
5730480H06Rik	18	14	18	11	3	6	19	14	13	16	14	16
5730460C07Rik	0	0	0	0	0	0	0	0	0	0	0	0
5730455P16Rik	253	239	152	148	129	138	251	194	201	187	256	247
5730435O14Rik	11	15	0	1	0	1	0	0	0	0	0	0
5730422E09Rik	0	2	0	0	0	0	2	1	3	2	4	1
5730420D15Rik	3	3	1	0	6	8	4	2	1	2	2	1
5730416F02Rik	17	26	7	15	16	9	10	9	3	2	1	4
5730412P04Rik	0	0	0	0	0	0	0	0	0	0	0	0
5730409K12Rik	3	3	0	0	2	2	19	15	13	13	5	11
5730409E04Rik	106	109	86	101	210	254	255	183	283	375	449	511
5730408K05Rik	4	10	14	7	3	5	21	9	10	6	2	5
5730405O15Rik	3	4	2	1	2	1	0	4	8	3	11	7
5730403I07Rik	0	0	1	1	0	0	1	0	1	0	1	0
5530601H04Rik	146	111	38	33	36	35	100	92	67	76	64	97
5530401A14Rik	0	0	0	0	0	0	0	0	0	0	0	0
5530400C23Rik	0	0	0	0	0	0	0	0	0	0	0	0
546212	0	0	0	0	0	0	0	0	0	0	0	0
545859	0	0	0	1	0	1	0	0	0	0	0	0
5430440P10Rik	0	1	0	0	0	0	2	0	1	6	0	0
5430437J10Rik	0	0	1	5	0	2	0	0	2	3	0	0
5430434I15Rik	0	0	0	0	0	0	0	0	0	0	0	0
5430428K19Rik	0	0	0	0	0	0	0	0	0	0	0	0
5430427O19Rik	0	0	0	0	1	0	0	1	0	1	0	1
5430427M07Rik	0	0	0	0	0	0	0	0	0	0	0	0
5430421F17Rik	20	16	3	6	7	1	1	0	0	1	0	0
5430419D17Rik	66	65	1	0	1	0	0	3	0	0	0	0
5430416O09Rik	21	34	5	7	3	6	19	27	287	356	310	263
5430405H02Rik	12	18	11	11	8	6	28	16	28	20	16	24
5430403N17Rik	3	1	0	2	0	0	4	5	6	1	5	4
5430402O13Rik	3	2	2	4	0	3	5	0	3	5	3	7
5430402E10Rik	0	0	0	0	0	0	0	0	0	0	0	0
5430401H09Rik	0	0	0	0	0	0	0	0	0	0	0	0
5430401F13Rik	0	0	0	0	0	0	0	0	0	0	0	0
5430400D12Rik	0	3	2	1	5	3	0	0	1	1	0	3
5330439B14Rik	0	0	0	0	0	2	0	0	0	0	0	0
5330434G04Rik	0	0	0	0	0	0	0	0	0	0	0	0
5330432E05Rik	0	0	0	0	0	0	0	0	0	0	0	0
5330427O13Rik	0	0	0	0	0	0	0	0	0	0	0	0
5330417H12Rik	0	0	0	0	0	0	1	0	0	0	0	0
5330417C22Rik	285	477	78	70	11	4	8	14	4	5	6	2
5330416C01Rik	0	0	0	0	0	0	0	0	0	0	0	1
5330413P13Rik	0	0	0	0	0	0	0	0	0	0	0	0
5330411J11Rik	0	0	0	0	0	0	0	0	0	0	0	0
503556	0	0	0	0	0	0	0	0	0	0	0	0
5033430I15Rik	46	56	34	28	23	18	79	83	184	149	73	86
5033406O09Rik	3	5	4	2	10	8	0	2	1	0	2	1
5033404E19Rik	0	0	0	0	0	0	0	0	0	0	1	0
5033403H07Rik	0	0	0	0	3	0	0	0	0	0	0	0
5031439G07Rik	1395	1870	2636	2107	954	1102	1565	1209	1309	973	886	815
5031434O11Rik	19	36	8	16	4	4	15	30	32	31	27	37
5031434C07Rik	2	2	0	0	0	1	0	0	1	0	0	0
5031426D15Rik	0	0	0	0	0	0	0	1	0	0	0	0
5031425F14Rik	0	0	0	0	0	0	0	0	0	0	0	0
5031425E22Rik	356	340	283	257	189	139	657	572	579	478	457	528
5031410I06Rik	0	0	0	0	0	0	0	0	0	0	0	0
4933440M02Rik	0	1	0	0	4	7	2	5	3	0	8	8
4933440J02Rik	0	0	3	6	0	0	0	0	0	2	0	0
4933439K11Rik	18	12	5	4	2	2	10	2	5	9	9	14
4933439G19Rik	7	3	0	2	0	0	2	0	5	3	0	1
4933439C10Rik	242	263	124	123	48	40	167	153	183	149	166	143
4933438K21Rik	0	0	0	0	0	0	0	0	0	0	0	0
4933438B17Rik	0	0	0	0	0	0	0	0	0	0	0	0
4933436I01Rik	0	0	0	0	0	0	0	0	0	0	0	0
4933436H12Rik	0	0	0	0	0	0	0	0	0	0	0	0
4933436E23Rik	0	0	0	0	2	0	0	0	0	0	0	0
4933434M16Rik	0	0	0	0	0	0	0	0	0	0	0	0
4933434E20Rik	623	594	718	614	626	705	391	306	262	206	225	255
4933433H22Rik	0	2	0	1	0	0	0	0	1	0	0	0
4933433G19Rik	3	3	0	1	0	1	4	0	2	1	0	0
4933433G15Rik	4	1	1	0	1	0	1	2	1	4	2	0
4933433G08Rik	0	0	0	0	0	0	1	3	0	0	0	0
4933433F19Rik	0	0	0	0	0	0	0	0	0	0	0	0
4933432K03Rik	0	0	0	0	0	0	0	0	0	0	0	0
4933432I09Rik	5	1	2	0	0	0	3	4	0	4	6	4
4933432I03Rik	0	0	0	0	0	0	0	0	0	0	0	0
4933432G23Rik	0	0	0	0	0	0	0	0	0	0	0	0
4933431G14Rik	0	0	0	0	0	0	0	0	0	0	0	0
4933431E20Rik	126	127	104	123	108	106	217	207	208	273	229	238
4933430N04Rik	0	0	0	0	0	0	0	0	0	0	0	0
4933430M04Rik	0	0	0	0	0	0	0	0	0	0	0	0
4933430I17Rik	15	17	10	1	3	3	9	15	11	8	11	13
4933430H16Rik	0	0	0	0	0	0	0	0	0	0	0	0
4933429O19Rik	0	0	0	0	0	0	0	0	0	0	0	0
4933429K18Rik	0	0	0	0	0	0	0	0	0	0	0	1
4933428M09Rik	0	0	0	0	0	0	0	0	0	0	0	0
4933428G20Rik	20	10	4	3	3	2	13	18	11	5	10	10
4933428C19Rik	0	0	0	0	0	0	0	1	0	0	0	0
4933427I22Rik	0	0	0	0	1	0	3	1	2	0	0	0
4933427G23Rik	2	0	1	0	0	1	0	0	1	0	1	0
4933427E13Rik	0	0	0	0	0	0	0	0	0	0	0	0
4933427E11Rik	0	2	1	0	0	0	0	0	1	2	0	0
4933427D14Rik	352	388	211	180	122	133	542	444	379	338	383	312
4933427D06Rik	0	0	0	0	0	0	0	1	0	0	0	0
4933426K07Rik	0	1	4	0	0	0	2	0	0	0	2	0
4933425L06Rik	0	0	0	0	0	0	0	0	0	0	0	0
4933424G06Rik	3	2	1	1	1	1	8	9	12	9	5	3
4933424G05Rik	4	9	10	6	8	11	24	14	23	28	27	41
